time,2182a_volt,TMP117_room_temp,RTEMperature,ACALtemp
1714670795.8816664,+3.48048479E-08,0.0,30.68,30.61
1714670797.7122111,+2.96266786E-08,0.0,30.68,30.61
1714670799.5312517,+3.00409246E-08,24.56,30.68,30.61
1714670801.361701,+1.81310530E-08,24.55,30.68,30.61
1714670804.201492,+1.49205881E-08,24.55,30.67,30.61
1714670806.0312872,+1.93737150E-08,24.56,30.67,30.61
1714670808.8709958,+2.91088035E-08,24.56,30.67,30.61
1714670810.751074,+1.53346262E-08,24.56,30.67,30.61
1714670813.5909712,+2.93160099E-08,24.56,30.66,30.61
1714670815.7505467,+1.83379316E-08,24.56,30.66,30.61
1714670818.5904765,+2.98336610E-08,24.56,30.66,30.61
1714670820.750109,+2.66231708E-08,24.56,30.65,30.61
1714670823.5899973,+1.78202751E-08,24.56,30.65,30.61
1714670825.749952,+1.77167560E-08,24.57,30.65,30.61
1714670828.5795126,+2.06165367E-08,24.57,30.64,30.61
1714670830.7493186,+2.17556535E-08,24.56,30.64,30.61
1714670833.5792356,-1.02841082E-09,24.56,30.64,30.61
1714670835.769006,+1.82346209E-08,24.57,30.64,30.61
1714670838.5890133,+2.28949623E-08,24.57,30.63,30.61
1714670840.768782,+2.33089055E-08,24.57,30.63,30.61
1714670843.6080966,+2.55875184E-08,24.57,30.63,30.61
1714670845.7786088,+2.82801997E-08,24.57,30.62,30.61
1714670848.6082685,+1.50239359E-08,24.57,30.62,30.61
1714670850.7781172,+1.84416252E-08,24.57,30.62,30.61
1714670853.6077921,+2.22735841E-08,24.57,30.61,30.61
1714670855.7874923,+2.56911062E-08,24.57,30.61,30.61
1714670857.6074219,+1.66810653E-08,24.57,30.61,30.61
1714670860.44752,+4.30900373E-08,24.57,30.61,30.61
1714670862.2873256,+3.23192491E-08,24.56,30.60,30.61
1714670865.1270607,+1.64738298E-08,24.56,30.60,30.61
1714670866.947106,+2.81765623E-08,24.56,30.60,30.61
1714670869.777001,+7.36025703E-09,24.56,30.59,30.61
1714670871.6069324,+3.25262721E-08,24.57,30.59,30.61
1714670874.4463794,+3.19050800E-08,24.57,30.59,30.61
1714670876.28642,+1.88561071E-08,24.57,30.59,30.61
1714670879.116367,+2.41378357E-08,24.57,30.58,30.61
1714670880.9561744,+1.51275281E-08,24.57,30.58,30.61
1714670883.7958627,+2.83837063E-08,24.57,30.58,30.61
1714670885.8056552,+2.24807682E-08,24.57,30.58,30.61
1714670888.6453745,+1.29527488E-08,24.57,30.57,30.61
1714670890.805328,+1.96843277E-08,24.58,30.57,30.61
1714670893.6352348,+1.71985916E-08,24.58,30.57,30.61
1714670895.8151278,+2.84873960E-08,24.58,30.57,30.61
1714670898.6445224,+1.96844097E-08,24.58,30.56,30.61
1714670900.8245428,+3.49083742E-08,24.58,30.56,30.61
1714670903.654361,+1.83381220E-08,24.58,30.56,30.61
1714670905.8243442,+2.44483468E-08,24.57,30.56,30.61
1714670908.664034,+2.02022142E-08,24.57,30.55,30.61
1714670910.8337522,+2.31019731E-08,24.58,30.55,30.61
1714670913.673795,+1.96844381E-08,24.58,30.55,30.61
1714670915.8334887,+2.74517566E-08,24.58,30.54,30.61
1714670917.663631,+1.88559373E-08,24.58,30.54,30.61
1714670920.5033097,+3.41833885E-08,24.58,30.54,30.61
1714670922.3431275,+1.52311540E-08,24.58,30.54,30.61
1714670925.1831975,+2.33089993E-08,24.58,30.53,30.61
1714670927.0225701,+2.32058472E-08,24.57,30.53,30.61
1714670929.8626428,+1.62669599E-08,24.57,30.53,30.61
1714670931.6920414,+3.32512874E-08,24.58,30.53,30.61
1714670934.5319796,+1.39884026E-08,24.58,30.52,30.61
1714670936.3719306,+2.96266025E-08,24.58,30.52,30.61
1714670939.2019575,+3.66690266E-08,24.58,30.52,30.61
1714670941.022139,+9.22451741E-09,24.58,30.52,30.61
1714670943.861909,+2.64160474E-08,24.58,30.52,30.61
1714670945.851607,+2.55876996E-08,24.58,30.51,30.61
1714670948.6912446,+2.24805543E-08,24.58,30.51,30.61
1714670950.8611636,+2.65197360E-08,24.58,30.51,30.61
1714670953.7010775,+2.14450310E-08,24.58,30.51,30.61
1714670955.8606663,+2.02022167E-08,24.58,30.50,30.61
1714670958.6905026,+1.39884126E-08,24.58,30.50,30.61
1714670960.8705592,+2.09271120E-08,24.58,30.50,30.61
1714670963.7101128,+2.55875681E-08,24.58,30.49,30.61
1714670965.8701396,+2.90053291E-08,24.58,30.49,30.61
1714670968.7100072,+2.28947568E-08,24.58,30.49,30.61
1714670970.879761,+1.80274112E-08,24.58,30.49,30.61
1714670973.7193758,+3.22154217E-08,24.58,30.48,30.61
1714670975.8792896,+1.83379648E-08,24.58,30.48,30.61
1714670977.7089963,+1.75097474E-08,24.58,30.48,30.61
1714670980.5392087,+2.45520004E-08,24.58,30.48,30.61
1714670982.35884,+1.65774351E-08,24.59,30.48,30.61
1714670985.178664,+3.26298091E-08,24.59,30.47,30.61
1714670987.0087056,+3.07657211E-08,24.59,30.47,30.61
1714670989.848775,+2.83837347E-08,24.59,30.47,30.61
1714670991.6886997,+2.98334924E-08,24.59,30.47,30.61
1714670994.5278966,+2.68302332E-08,24.59,30.46,30.61
1714670996.3580625,+3.16981311E-08,24.59,30.46,30.61
1714670999.1977592,+1.71988559E-08,24.59,30.46,30.61
1714671001.0278008,+2.76590083E-08,24.58,30.46,30.61
1714671003.8672574,+1.88561017E-08,24.58,30.46,30.61
1714671005.9072475,+2.12378661E-08,24.59,30.45,30.61
1714671008.7470477,+2.90050971E-08,24.59,30.45,30.61
1714671010.8969305,+2.50698910E-08,24.59,30.45,30.61
1714671013.7370014,+3.52192006E-08,24.59,30.45,30.61
1714671015.9167056,+2.81765365E-08,24.58,30.44,30.61
1714671018.7464433,+2.75552023E-08,24.58,30.44,30.61
1714671020.916286,+3.08694611E-08,24.59,30.44,30.61
1714671023.756105,+2.60018501E-08,24.59,30.44,30.61
1714671025.9157257,+3.30441841E-08,24.59,30.44,30.61
1714671028.7453892,+2.55875369E-08,24.59,30.43,30.61
1714671030.925429,+2.06164583E-08,24.58,30.43,30.61
1714671033.7653818,+1.71988137E-08,24.58,30.43,30.61
1714671035.9253068,+1.91665338E-08,24.59,30.43,30.61
1714671037.754987,+3.02479851E-08,24.59,30.43,30.61
1714671040.5849285,+2.27912749E-08,24.59,30.43,30.61
1714671042.4148567,+2.08237022E-08,24.58,30.43,30.61
1714671045.2547064,+2.99371653E-08,24.58,30.42,30.61
1714671047.084294,+2.38268166E-08,24.59,30.42,30.61
1714671049.9242578,+2.49660454E-08,24.59,30.42,30.61
1714671051.7642915,+2.46554995E-08,24.59,30.42,30.61
1714671054.593815,+4.40220376E-08,24.59,30.42,30.61
1714671056.4338858,+2.35164640E-08,24.59,30.42,30.61
1714671059.2735603,+2.21699166E-08,24.59,30.42,30.61
1714671061.1031878,+3.16978687E-08,24.59,30.41,30.61
1714671063.943257,+2.51732422E-08,24.59,30.41,30.61
1714671065.9532366,+2.32055283E-08,24.59,30.41,30.61
1714671068.7928543,+3.97759025E-08,24.59,30.41,30.61
1714671070.9529517,+3.18015038E-08,24.59,30.41,30.61
1714671073.7923932,+3.37693015E-08,24.59,30.41,30.61
1714671075.9625056,+1.26419994E-08,24.59,30.40,30.61
1714671078.792175,+1.70955128E-08,24.59,30.40,30.61
1714671080.96202,+3.02481105E-08,24.59,30.40,30.61
1714671083.8018875,+2.76589009E-08,24.59,30.40,30.61
1714671085.9713793,+2.68302075E-08,24.59,30.40,30.61
1714671088.8116775,+4.15366757E-08,24.59,30.40,30.61
1714671090.97131,+2.86944175E-08,24.59,30.40,30.61
1714671093.8012004,+3.08694378E-08,24.59,30.40,30.61
1714671095.9809086,+3.36657118E-08,24.59,30.39,30.61
1714671097.8113437,+2.90051948E-08,24.59,30.39,30.61
1714671100.6309342,+1.98915724E-08,24.59,30.39,30.61
1714671102.4604907,+2.02021041E-08,24.59,30.39,30.61
1714671105.3004365,+2.23771018E-08,24.59,30.39,30.61
1714671107.1302218,+2.55875734E-08,24.59,30.39,30.61
1714671109.9701629,+2.15485291E-08,24.59,30.39,30.61
1714671111.800214,+3.28370470E-08,24.59,30.38,30.61
1714671114.6393697,+3.99829167E-08,24.59,30.38,30.61
1714671116.469746,+2.23770126E-08,24.59,30.38,30.61
1714671119.2894428,+1.81307403E-08,24.59,30.38,30.61
1714671121.1192863,+2.82802599E-08,24.59,30.38,30.61
1714671123.9492853,+2.55876917E-08,24.59,30.38,30.61
1714671125.9988272,+3.79115911E-08,24.59,30.38,30.61
1714671128.8288903,+2.91087089E-08,24.59,30.37,30.61
1714671131.008495,+1.35740193E-08,24.59,30.37,30.61
1714671133.8481085,+2.54836686E-08,24.59,30.37,30.61
1714671136.008546,+2.78657348E-08,24.59,30.37,30.61
1714671138.8378594,+3.57365829E-08,24.59,30.37,30.61
1714671141.0179703,+1.59559625E-08,24.59,30.37,30.61
1714671143.8576941,+2.97300550E-08,24.59,30.36,30.61
1714671146.0072887,+3.60475125E-08,24.59,30.36,30.61
1714671148.8476777,+2.15483344E-08,24.59,30.36,30.61
1714671151.0274527,+8.70659739E-09,24.59,30.36,30.61
1714671153.8669088,+2.75551972E-08,24.59,30.36,30.61
1714671156.0266583,+1.41955181E-08,24.59,30.36,30.61
1714671157.857134,+1.89595622E-08,24.59,30.35,30.61
1714671160.6866946,+2.52768299E-08,24.59,30.35,30.61
1714671162.516357,+3.56332133E-08,24.59,30.35,30.61
1714671165.3563108,+2.20665788E-08,24.59,30.35,30.61
1714671167.1961982,+1.92701886E-08,24.6,30.35,30.61
1714671170.035681,+3.12837162E-08,24.6,30.35,30.61
1714671171.8658466,+2.21698493E-08,24.59,30.35,30.61
1714671174.6954188,+1.85451173E-08,24.59,30.34,30.61
1714671176.5353029,+2.43447486E-08,24.59,30.34,30.61
1714671179.3750944,+2.54841011E-08,24.59,30.34,30.61
1714671181.2052052,+2.99371643E-08,24.59,30.34,30.61
1714671184.045044,+2.83841160E-08,24.59,30.34,30.61
1714671186.054451,+2.11346390E-08,24.59,30.34,30.61
1714671188.8947825,+3.39761259E-08,24.59,30.33,30.61
1714671191.054325,+2.81766390E-08,24.6,30.33,30.61
1714671193.8940403,+3.36657696E-08,24.6,30.33,30.61
1714671196.064294,+2.36199118E-08,24.59,30.33,30.61
1714671198.904038,+2.17558127E-08,24.59,30.33,30.61
1714671201.0637436,+3.26300262E-08,24.6,30.33,30.61
1714671203.8935506,+2.92121967E-08,24.6,30.32,30.61
1714671206.0732124,+3.27336129E-08,24.6,30.32,30.61
1714671208.913402,+3.36656392E-08,24.6,30.32,30.61
1714671211.063312,+3.19048107E-08,24.59,30.32,30.61
1714671213.8828726,+2.60017568E-08,24.59,30.32,30.61
1714671216.0728414,+2.77625820E-08,24.6,30.32,30.61
1714671217.9026618,+1.66810128E-08,24.6,30.32,30.61
1714671220.731957,+2.13414831E-08,24.6,30.32,30.61
1714671222.5620046,+3.01441423E-08,24.6,30.31,30.61
1714671225.402071,+3.07658428E-08,24.6,30.31,30.61
1714671227.2317655,+2.33090818E-08,24.6,30.31,30.61
1714671230.0615642,+2.51731425E-08,24.6,30.31,30.61
1714671231.891857,+2.29985734E-08,24.6,30.31,30.61
1714671234.7312245,+3.24228731E-08,24.6,30.31,30.61
1714671236.5713067,+3.15945467E-08,24.6,30.31,30.61
1714671239.4111047,+2.61052864E-08,24.6,30.31,30.61
1714671241.2410913,+2.80732397E-08,24.59,30.31,30.61
1714671244.0603056,+3.25264072E-08,24.59,30.30,30.61
1714671246.1004739,+2.17555923E-08,24.59,30.30,30.61
1714671248.9304779,+3.51154739E-08,24.59,30.30,30.61
1714671251.1103022,+3.98796700E-08,24.59,30.30,30.61
1714671253.9498637,+3.43902747E-08,24.59,30.30,30.61
1714671256.1099322,+2.70375022E-08,24.6,30.30,30.61
1714671258.949658,+2.91086743E-08,24.6,30.30,30.61
1714671261.119687,+2.72446617E-08,24.6,30.30,30.61
1714671263.9491634,+2.97303503E-08,24.6,30.29,30.61
1714671266.118927,+2.26879044E-08,24.6,30.29,30.61
1714671268.9590862,+2.96265940E-08,24.6,30.29,30.61
1714671271.118813,+3.33549291E-08,24.6,30.29,30.61
1714671273.95891,+3.64618855E-08,24.6,30.29,30.61
1714671276.1283133,+3.05587522E-08,24.6,30.29,30.61
1714671277.9580393,+2.36196812E-08,24.6,30.29,30.61
1714671280.7984643,+4.51612400E-08,24.6,30.29,30.61
1714671282.627977,+2.21701110E-08,24.6,30.29,30.61
1714671285.4577937,+2.47592144E-08,24.6,30.28,30.61
1714671287.2975407,+2.69340530E-08,24.6,30.28,30.61
1714671290.1375394,+2.90050947E-08,24.6,30.28,30.61
1714671291.9673824,+2.67268766E-08,24.6,30.28,30.61
1714671294.7974343,+2.84874973E-08,24.6,30.28,30.61
1714671296.6371162,+4.37114105E-08,24.6,30.28,30.61
1714671299.4770617,+2.89015440E-08,24.6,30.28,30.61
1714671301.3067582,+3.84294398E-08,24.6,30.28,30.61
1714671304.136165,+3.12835687E-08,24.6,30.28,30.61
1714671306.156365,+3.32513376E-08,24.6,30.27,30.61
1714671308.996054,+2.05129504E-08,24.6,30.27,30.61
1714671311.1562612,+3.39763791E-08,24.61,30.27,30.61
1714671313.9956815,+1.38847740E-08,24.61,30.27,30.61
1714671316.1559849,+2.91085556E-08,24.61,30.27,30.61
1714671318.995308,+2.93155499E-08,24.61,30.27,30.61
1714671321.1654987,+3.73938833E-08,24.61,30.27,30.61
1714671324.0049336,+3.00407747E-08,24.61,30.27,30.61
1714671326.1548567,+2.53802373E-08,24.6,30.26,30.61
1714671328.975311,+2.94193785E-08,24.6,30.26,30.61
1714671331.174129,+2.54841562E-08,24.61,30.26,30.61
1714671334.0145433,+3.79117281E-08,24.61,30.26,30.61
1714671336.1743667,+3.28370507E-08,24.61,30.26,30.61
1714671338.0045598,+3.76010517E-08,24.61,30.26,30.61
1714671340.8442311,+3.07656326E-08,24.61,30.26,30.61
1714671342.6840281,+3.56333655E-08,24.61,30.26,30.61
1714671345.513724,+2.86944800E-08,24.61,30.26,30.61
1714671347.3335114,+3.01444019E-08,24.61,30.25,30.61
1714671350.1632335,+2.77624461E-08,24.61,30.25,30.61
1714671351.99333,+1.80273508E-08,24.61,30.25,30.61
1714671354.82296,+3.44941357E-08,24.61,30.25,30.61
1714671356.6629992,+2.43448301E-08,24.62,30.25,30.61
1714671359.502574,+2.69338714E-08,24.62,30.25,30.61
1714671361.3323834,+2.31019660E-08,24.61,30.25,30.61
1714671364.1721919,+4.01900476E-08,24.61,30.25,30.61
1714671366.2026138,+2.76588367E-08,24.62,30.25,30.61
1714671369.042055,+2.35165388E-08,24.62,30.25,30.61
1714671371.2118673,+3.26298936E-08,24.61,30.25,30.61
1714671374.0515847,+4.23649049E-08,24.61,30.24,30.61
1714671376.2112691,+2.44483740E-08,24.62,30.24,30.61
1714671379.051106,+2.38268511E-08,24.62,30.24,30.61
1714671381.2109933,+4.01901163E-08,24.62,30.24,30.61
1714671384.0509422,+2.22733032E-08,24.62,30.24,30.61
1714671386.2110007,+2.70375087E-08,24.61,30.24,30.61
1714671389.050692,+3.04550967E-08,24.61,30.24,30.61
1714671391.2200303,+3.03515592E-08,24.61,30.24,30.61
1714671394.060204,+2.92123146E-08,24.61,30.24,30.61
1714671396.230118,+2.56911599E-08,24.61,30.24,30.61
1714671398.059923,+2.12381160E-08,24.61,30.24,30.61
1714671400.8999853,+3.09730755E-08,24.61,30.23,30.61
1714671402.739652,+3.27336753E-08,24.62,30.23,30.61
1714671405.579471,+2.53807308E-08,24.62,30.23,30.61
1714671407.4193256,+4.07080558E-08,24.61,30.23,30.61
1714671410.2494762,+3.92583089E-08,24.61,30.23,30.61
1714671412.0891452,+3.12838115E-08,24.61,30.23,30.61
1714671414.9289684,+2.04092557E-08,24.61,30.23,30.61
1714671416.7686589,+3.64620092E-08,24.62,30.23,30.61
1714671419.588593,+2.52768242E-08,24.62,30.23,30.61
1714671421.418494,+3.38726782E-08,24.61,30.23,30.61
1714671424.2479515,+3.24228666E-08,24.61,30.23,30.61
1714671426.2476237,+3.01443803E-08,24.61,30.23,30.61
1714671429.0778723,+3.25264049E-08,24.61,30.22,30.61
1714671431.2479236,+3.78082624E-08,24.62,30.22,30.61
1714671434.0877302,+3.78081116E-08,24.62,30.22,30.61
1714671436.257276,+3.48048299E-08,24.62,30.22,30.61
1714671439.0872903,+4.16399393E-08,24.62,30.22,30.61
1714671441.2571313,+3.21122541E-08,24.61,30.22,30.61
1714671444.087018,+2.18592909E-08,24.61,30.22,30.61
1714671446.2664523,+3.56331808E-08,24.61,30.22,30.61
1714671449.0966647,+3.09727079E-08,24.61,30.22,30.61
1714671451.2765443,+2.67267933E-08,24.62,30.22,30.61
1714671454.1062055,+4.00864251E-08,24.62,30.22,30.61
1714671456.2760456,+2.76587284E-08,24.61,30.22,30.61
1714671458.1058106,+3.60474865E-08,24.61,30.22,30.61
1714671460.9358833,+3.19050278E-08,24.61,30.21,30.61
1714671462.7759328,+4.79575319E-08,24.62,30.21,30.61
1714671465.605495,+3.43904195E-08,24.62,30.21,30.61
1714671467.445407,+3.33549334E-08,24.62,30.21,30.61
1714671470.2848668,+2.16522365E-08,24.62,30.21,30.61
1714671472.105164,+3.61510291E-08,24.61,30.21,30.61
1714671474.94498,+2.07199541E-08,24.61,30.21,30.61
1714671476.764651,+3.27335966E-08,24.62,30.21,30.61
1714671479.594368,+3.22155435E-08,24.62,30.21,30.61
1714671481.4241536,+2.07200591E-08,24.62,30.21,30.61
1714671484.2537298,+4.08118363E-08,24.62,30.21,30.61
1714671486.3039834,+2.15485738E-08,24.62,30.21,30.61
1714671489.1436517,+3.45975268E-08,24.62,30.21,30.61
1714671491.3036456,+3.23193393E-08,24.62,30.21,30.61
1714671494.1334536,+3.33549830E-08,24.62,30.21,30.61
1714671496.30294,+2.89016370E-08,24.62,30.21,30.61
1714671499.143281,+2.67269431E-08,24.62,30.21,30.61
1714671501.3129356,+2.32055905E-08,24.62,30.21,30.61
1714671504.152711,+3.72901685E-08,24.62,30.21,30.61
1714671506.322779,+3.98793723E-08,24.62,30.21,30.61
1714671509.1626437,+2.81765990E-08,24.62,30.21,30.61
1714671511.3222256,+3.42869179E-08,24.62,30.21,30.61
1714671514.1519365,+3.00408468E-08,24.62,30.20,30.61
1714671516.3218162,+2.05127626E-08,24.62,30.20,30.61
1714671518.1517398,+3.13872705E-08,24.62,30.20,30.61
1714671520.9809997,+3.34583137E-08,24.62,30.20,30.61
1714671522.8013964,+3.92580121E-08,24.62,30.20,30.61
1714671525.6412942,+2.36196819E-08,24.62,30.20,30.61
1714671527.4808245,+2.04091542E-08,24.62,30.20,30.61
1714671530.3204749,+4.06044484E-08,24.62,30.20,30.61
1714671532.150813,+2.94194657E-08,24.62,30.20,30.61
1714671534.9907675,+4.15364693E-08,24.62,30.20,30.61
1714671536.83041,+2.67267415E-08,24.62,30.20,30.61
1714671539.6702354,+3.50118014E-08,24.62,30.20,30.61
1714671541.4999595,+3.50119255E-08,24.62,30.20,30.61
1714671544.3402355,+4.79574738E-08,24.62,30.20,30.61
1714671546.3399744,+3.32513348E-08,24.63,30.20,30.61
1714671549.1695962,+3.16977670E-08,24.63,30.20,30.61
1714671551.3593175,+3.29405861E-08,24.62,30.20,30.61
1714671554.1891081,+1.37811935E-08,24.62,30.20,30.61
1714671556.359267,+2.57947174E-08,24.62,30.20,30.61
1714671559.1788533,+2.93158359E-08,24.62,30.20,30.61
1714671561.3585346,+3.14906469E-08,24.62,30.20,30.61
1714671564.188577,+3.34583303E-08,24.62,30.20,30.61
1714671566.3683202,+2.19627818E-08,24.62,30.19,30.61
1714671569.207774,+2.12378761E-08,24.62,30.19,30.61
1714671571.3675435,+3.93615486E-08,24.62,30.19,30.61
1714671574.2079427,+2.65197726E-08,24.62,30.19,30.61
1714671576.3774912,+3.47010361E-08,24.62,30.19,30.61
1714671578.197414,+3.57369143E-08,24.62,30.19,30.61
1714671581.0173156,+3.66688998E-08,24.62,30.19,30.61
1714671582.8468614,+3.09727226E-08,24.63,30.19,30.61
1714671585.677064,+2.57945142E-08,24.63,30.18,30.61
1714671587.516606,+4.01899430E-08,24.62,30.18,30.61
1714671590.3566754,+3.52191655E-08,24.62,30.18,30.61
1714671592.1862442,+3.21120439E-08,24.62,30.18,30.61
1714671595.026037,+4.23649686E-08,24.62,30.18,30.61
1714671596.8564203,+3.36654296E-08,24.63,30.18,30.61
1714671599.6962214,+2.70374664E-08,24.63,30.18,30.61
1714671601.535898,+2.71410986E-08,24.62,30.18,30.61
1714671604.3754253,+3.16981229E-08,24.62,30.18,30.61
1714671606.395859,+3.92580493E-08,24.63,30.18,30.61
1714671609.225332,+2.67268358E-08,24.63,30.18,30.61
1714671611.4052122,+3.32512293E-08,24.63,30.18,30.61
1714671614.2349455,+3.48048624E-08,24.63,30.18,30.61
1714671616.4046211,+3.39760578E-08,24.63,30.18,30.61
1714671619.2449677,+2.66229616E-08,24.63,30.17,30.61
1714671621.404661,+2.81766722E-08,24.63,30.17,30.61
1714671624.2442389,+2.06163551E-08,24.63,30.17,30.61
1714671626.4139383,+2.34127611E-08,24.63,30.17,30.61
1714671629.2537246,+2.44482210E-08,24.63,30.17,30.61
1714671631.423864,+3.79116697E-08,24.63,30.17,30.61
1714671634.2636826,+3.32512253E-08,24.63,30.17,30.61
1714671636.4134517,+3.31477943E-08,24.63,30.17,30.61
1714671638.2332675,+4.22611448E-08,24.63,30.17,30.61
1714671641.0727308,+3.37692739E-08,24.63,30.17,30.61
1714671642.9031422,+3.08694899E-08,24.63,30.17,30.61
1714671645.7425718,+1.94770943E-08,24.63,30.17,30.61
1714671647.5827508,+2.79696688E-08,24.63,30.17,30.61
1714671650.4225876,+3.54259709E-08,24.63,30.17,30.61
1714671652.2521062,+2.36198829E-08,24.63,30.17,30.61
1714671655.0919342,+2.61054794E-08,24.63,30.17,30.61
1714671656.9222207,+3.66687812E-08,24.63,30.17,30.61
1714671659.7619143,+2.25842144E-08,24.63,30.17,30.61
1714671661.601746,+2.99372594E-08,24.63,30.17,30.61
1714671664.431307,+4.61967330E-08,24.63,30.17,30.61
1714671666.4517176,+2.77624195E-08,24.63,30.17,30.61
1714671669.2912998,+3.87400703E-08,24.63,30.17,30.61
1714671671.450919,+4.20542939E-08,24.63,30.17,30.61
1714671674.2806735,+4.16398635E-08,24.63,30.17,30.61
1714671676.4609416,+2.81765398E-08,24.63,30.17,30.61
1714671679.3006303,+3.37693221E-08,24.63,30.17,30.61
1714671681.460555,+3.82222071E-08,24.63,30.17,30.61
1714671684.3001292,+2.47587525E-08,24.63,30.17,30.61
1714671686.4597764,+2.62090325E-08,24.63,30.16,30.61
1714671689.2993753,+3.40797858E-08,24.63,30.16,30.61
1714671691.4697936,+3.34584137E-08,24.63,30.16,30.61
1714671694.309356,+3.19051325E-08,24.63,30.16,30.61
1714671696.479254,+2.25841931E-08,24.63,30.16,30.61
1714671698.3092306,+3.34586273E-08,24.63,30.16,30.61
1714671701.1488953,+4.26757242E-08,24.63,30.16,30.61
1714671702.9887006,+2.64162732E-08,24.63,30.16,30.61
1714671705.8283944,+2.29984462E-08,24.63,30.16,30.61
1714671707.6581435,+2.94194291E-08,24.63,30.16,30.61
1714671710.488254,+2.81765805E-08,24.63,30.16,30.61
1714671712.3077984,+3.22154838E-08,24.64,30.16,30.61
1714671715.138107,+3.73937934E-08,24.64,30.16,30.61
1714671716.9776237,+2.93161778E-08,24.63,30.16,30.61
1714671719.8075898,+3.47013767E-08,24.63,30.16,30.61
1714671721.6472597,+3.47011639E-08,24.64,30.16,30.61
1714671724.47728,+2.81767664E-08,24.64,30.16,30.61
1714671726.4972982,+3.20084786E-08,24.64,30.16,30.61
1714671729.327111,+2.68302166E-08,24.64,30.16,30.61
1714671731.4967499,+3.24226548E-08,24.64,30.16,30.61
1714671734.3262815,+3.13872248E-08,24.64,30.16,30.61
1714671736.5064886,+3.77044288E-08,24.64,30.16,30.61
1714671739.346401,+3.73935350E-08,24.64,30.16,30.61
1714671741.5159225,+2.70372819E-08,24.64,30.16,30.61
1714671744.3556511,+3.27334500E-08,24.64,30.16,30.61
1714671746.515724,+3.99831128E-08,24.64,30.16,30.61
1714671749.3454244,+2.48623880E-08,24.64,30.15,30.61
1714671751.5156503,+3.49086020E-08,24.64,30.15,30.61
1714671754.3450506,+4.22614067E-08,24.64,30.15,30.61
1714671756.5245974,+2.90053184E-08,24.64,30.15,30.61
1714671758.3446136,+3.08693362E-08,24.64,30.15,30.61
1714671761.1644518,+3.65654266E-08,24.64,30.15,30.61
1714671762.9945843,+1.98916306E-08,24.64,30.15,30.61
1714671765.8341603,+3.18015010E-08,24.64,30.15,30.61
1714671767.6742396,+2.14450845E-08,24.65,30.15,30.61
1714671770.5039287,+3.23191654E-08,24.65,30.15,30.61
1714671772.3336165,+2.75553147E-08,24.65,30.15,30.61
1714671775.173574,+2.78659246E-08,24.65,30.15,30.61
1714671777.0033593,+3.87403439E-08,24.64,30.15,30.61
1714671779.823425,+2.00986528E-08,24.64,30.15,30.61
1714671781.6633475,+2.94193883E-08,24.64,30.15,30.61
1714671784.4827752,+3.64616511E-08,24.64,30.15,30.61
1714671786.542958,+2.27912221E-08,24.64,30.15,30.61
1714671789.3826497,+2.84871683E-08,24.64,30.15,30.61
1714671791.5527537,+3.51152475E-08,24.64,30.15,30.61
1714671794.392191,+3.51153857E-08,24.64,30.15,30.61
1714671796.5420012,+4.11221836E-08,24.63,30.15,30.61
1714671799.3820415,+3.32510661E-08,24.63,30.15,30.61
1714671801.5515206,+4.95108609E-08,24.64,30.15,30.61
1714671804.3917952,+3.33550957E-08,24.64,30.15,30.61
1714671806.5612833,+4.13291230E-08,24.63,30.15,30.61
1714671809.4009986,+3.29407576E-08,24.63,30.15,30.61
1714671811.5611863,+3.31478233E-08,24.64,30.15,30.61
1714671814.4006338,+2.58983104E-08,24.64,30.15,30.61
1714671816.5707927,+3.12835529E-08,24.64,30.15,30.61
1714671818.4103775,+4.82679274E-08,24.64,30.15,30.61
1714671821.25019,+2.61053640E-08,24.64,30.15,30.61
1714671823.0803564,+3.49084350E-08,24.64,30.15,30.61
1714671825.9197083,+3.58401065E-08,24.64,30.15,30.61
1714671827.7498143,+3.56331724E-08,24.64,30.15,30.61
1714671830.579903,+1.82344745E-08,24.64,30.15,30.61
1714671832.399678,+2.69339561E-08,24.64,30.15,30.61
1714671835.2397492,+2.55875073E-08,24.64,30.15,30.61
1714671837.0790873,+3.32512568E-08,24.65,30.15,30.61
1714671839.9192748,+4.25719945E-08,24.65,30.15,30.61
1714671841.758821,+2.18591756E-08,24.64,30.15,30.61
1714671844.5886073,+2.36200133E-08,24.64,30.15,30.61
1714671846.598289,+2.53805184E-08,24.64,30.15,30.61
1714671849.4286442,+2.79695004E-08,24.64,30.15,30.61
1714671851.598231,+3.22156407E-08,24.64,30.15,30.61
1714671854.4278846,+2.93159311E-08,24.64,30.15,30.61
1714671856.607608,+3.55294279E-08,24.64,30.15,30.61
1714671859.447958,+2.36196892E-08,24.64,30.15,30.61
1714671861.5976403,+3.27335725E-08,24.64,30.15,30.61
1714671864.4370782,+2.36199830E-08,24.64,30.15,30.61
1714671866.6171288,+3.48046656E-08,24.64,30.15,30.61
1714671869.4566674,+3.32514979E-08,24.64,30.15,30.61
1714671871.6168842,+4.23648936E-08,24.64,30.15,30.61
1714671874.4567456,+4.41255389E-08,24.64,30.15,30.61
1714671876.6164293,+2.51730392E-08,24.64,30.15,30.61
1714671878.4363072,+3.37692875E-08,24.64,30.15,30.61
1714671881.2761743,+1.91663872E-08,24.64,30.15,30.61
1714671883.1061969,+4.50574181E-08,24.64,30.15,30.61
