2182a_volt
1.79029525e-08
3.19044371e-08
1.09022103e-08
2.64038539e-08
8.90199819e-09
1.14022633e-08
2.14033237e-08
9.40205121e-09
1.34024754e-08
1.34024754e-08
1.04021572e-08
1.19023163e-08
1.59027405e-08
2.59038008e-08
1.64027935e-08
1.59027405e-08
1.14022633e-08
1.94031116e-08
1.24023693e-08
9.01149885e-10
1.64027935e-08
5.90168008e-09
1.54026874e-08
8.90199819e-09
2.14033237e-08
2.40130894e-09
1.4012029e-09
7.40183913e-09
2.74039599e-08
2.09032706e-08
1.39025284e-08
4.90157404e-09
7.40183913e-09
2.59038008e-08
-3.09927427e-09
1.19023163e-08
1.74028995e-08
3.40141498e-09
1.14022633e-08
2.49036948e-08
1.24023693e-08
2.49036948e-08
8.40194517e-09
1.14022633e-08
3.19044371e-08
5.90168008e-09
1.39025284e-08
1.79029525e-08
7.90189215e-09
4.40152102e-09
7.90177801e-09
3.39045281e-08
9.90198955e-09
1.89029415e-08
1.04020424e-08
2.74038406e-08
3.54046868e-08
1.29023069e-08
1.79028357e-08
-5.09959703e-09
2.90124915e-09
8.90188378e-09
2.14032059e-08
2.74038406e-08
5.90156646e-09
1.94029944e-08
4.00984714e-10
2.64037348e-08
2.94040521e-08
1.09020953e-08
1.690273e-08
2.69037877e-08
1.94029944e-08
8.40183089e-09
1.690273e-08
8.90188378e-09
4.4014078e-09
3.34044752e-08
1.39024126e-08
1.29023069e-08
2.04031002e-08
-2.09927972e-09
1.64026771e-08
1.54025713e-08
3.40130203e-09
2.14032059e-08
7.40172512e-09
1.99030473e-08
1.04020424e-08
1.89029415e-08
1.39024126e-08
1.84028886e-08
1.90114337e-09
2.34034175e-08
1.09020953e-08
1.19022011e-08
1.14021482e-08
1.94029944e-08
2.09031531e-08
1.59026242e-08
1.90114337e-09
1.74027828e-08
1.14021482e-08
2.89039992e-08
1.79028357e-08
1.19022011e-08
1.99030473e-08
2.49035761e-08
2.5403629e-08
2.29033646e-08
2.59036819e-08
3.24043694e-08
2.49035761e-08
2.19032588e-08
1.79028357e-08
2.64037348e-08
1.59026242e-08
9.90198955e-09
2.90124915e-09
1.89029415e-08
2.29033646e-08
-5.09959703e-09
3.19043165e-08
-2.09927972e-09
5.90163045e-09
2.29034311e-08
1.74028485e-08
1.54026367e-08
1.64027426e-08
5.90163045e-09
4.01047875e-10
2.19033252e-08
3.14043315e-08
5.90163045e-09
1.49025837e-08
1.04021071e-08
3.19043844e-08
3.04042255e-08
2.74039078e-08
1.09021601e-08
2.09032193e-08
1.1402213e-08
4.59058673e-08
1.89030074e-08
1.59026897e-08
2.09032193e-08
1.29023719e-08
2.19033252e-08
5.40157749e-09
1.69027956e-08
1.54026367e-08
-2.09921693e-09
8.90194821e-09
2.74039078e-08
1.69027956e-08
3.14043315e-08
1.94030604e-08
8.40189525e-09
1.54026367e-08
9.90205413e-09
1.74028485e-08
7.40178933e-09
1.79029015e-08
2.14032722e-08
1.79029015e-08
1.64027426e-08
1.94030604e-08
4.90152452e-09
4.74060262e-08
1.1402213e-08
7.40178933e-09
1.74028485e-08
7.40178933e-09
1.64027426e-08
9.40200117e-09
1.94030604e-08
2.19033252e-08
1.1402213e-08
3.39045963e-08
3.34045433e-08
1.99031134e-08
2.24033782e-08
1.99031134e-08
1.1902266e-08
-8.59990542e-09
1.49025837e-08
2.69038548e-08
2.29034311e-08
8.90194821e-09
1.34024249e-08
2.24033782e-08
1.44025308e-08
2.59037489e-08
2.99041726e-08
1.34024249e-08
1.64027426e-08
2.54036959e-08
1.39024778e-08
2.14032722e-08
1.69027956e-08
1.0902159e-08
9.90205313e-09
1.34024238e-08
3.49047011e-08
3.19043834e-08
1.69027946e-08
1.59026886e-08
2.29034301e-08
1.1402212e-08
1.54026357e-08
7.40178833e-09
1.44025298e-08
1.39024768e-08
1.29023709e-08
1.04021061e-08
1.54026357e-08
2.74039067e-08
1.74028475e-08
4.90152353e-09
2.4403589e-08
1.94030594e-08
1.1902265e-08
2.29034301e-08
1.64027416e-08
5.90162945e-09
1.1902265e-08
1.39024768e-08
1.99031123e-08
1.44025298e-08
-1.3100383e-08
9.0109985e-10
1.64027416e-08
2.49036419e-08
1.59026886e-08
1.74028475e-08
1.59026886e-08
1.94030594e-08
1.44025298e-08
1.0902159e-08
3.84050718e-08
1.64027416e-08
7.40178833e-09
1.04021061e-08
2.3403483e-08
-1.59916495e-09
2.09032182e-08
1.1402212e-08
-4.09942975e-09
1.0902159e-08
4.59058662e-08
5.40157649e-09
2.89040656e-08
1.84029534e-08
1.89030064e-08
1.89030064e-08
1.49025827e-08
2.14032712e-08
1.1902265e-08
4.0104689e-10
2.74039067e-08
2.3403483e-08
2.54036949e-08
-2.09921791e-09
-4.59948271e-09
2.04031653e-08
2.3903536e-08
4.90152353e-09
2.3903536e-08
2.3403483e-08
2.90131169e-09
2.99041715e-08
2.69038538e-08
1.74028475e-08
1.39024768e-08
2.34034269e-08
2.14032153e-08
2.44035327e-08
1.24022631e-08
1.7902845e-08
2.64037442e-08
3.09042203e-08
4.00993611e-10
2.94040616e-08
1.34023689e-08
6.40162837e-09
2.89040087e-08
2.59036913e-08
1.09021044e-08
7.90178706e-09
2.04031095e-08
3.04041674e-08
9.40194575e-09
1.7902845e-08
1.34023689e-08
2.24033211e-08
3.40131099e-09
2.99041145e-08
2.79039029e-08
2.59036913e-08
1.64026863e-08
1.04020515e-08
5.40152258e-09
2.44035327e-08
3.69048551e-08
2.34034269e-08
1.34023689e-08
4.00993611e-10
1.59026334e-08
9.90199865e-09
1.04020515e-08
9.90199865e-09
1.14021573e-08
1.24022631e-08
2.24033211e-08
9.40194575e-09
2.04031095e-08
3.2404379e-08
1.99030566e-08
1.34023689e-08
1.2902316e-08
2.39034798e-08
1.54025805e-08
3.19043261e-08
5.90157548e-09
1.2902316e-08
2.49035856e-08
2.59036913e-08
2.740385e-08
2.49035856e-08
2.49035856e-08
1.94030037e-08
2.24033211e-08
1.7902845e-08
3.39045377e-08
3.49046435e-08
1.89029508e-08
1.24022631e-08
3.54046964e-08
6.90168127e-09
1.24022631e-08
1.14021573e-08
2.04031095e-08
2.59036913e-08
2.99041145e-08
3.39045377e-08
9.40194575e-09
1.09021044e-08
2.740385e-08
2.64037442e-08
1.69027392e-08
4.401638e-09
1.24024885e-08
-1.09894671e-09
1.19024353e-08
1.54028074e-08
1.59028606e-08
3.59049868e-08
1.04022759e-08
9.90222272e-09
2.24035516e-08
1.90137222e-09
1.64029138e-08
2.64039769e-08
6.90190378e-09
1.3902648e-08
2.74040832e-08
1.69029669e-08
1.99032858e-08
1.54028074e-08
1.79030732e-08
5.40174432e-09
1.89031795e-08
1.0902329e-08
1.04022759e-08
2.40142538e-09
1.44027011e-08
8.40206325e-09
2.44037642e-08
1.84031264e-08
2.74040832e-08
9.90222272e-09
2.64039769e-08
1.3902648e-08
1.04022759e-08
2.690403e-08
1.74030201e-08
2.14034453e-08
1.64029138e-08
2.44037642e-08
2.0403339e-08
4.04054652e-08
2.24035516e-08
2.24035516e-08
1.34025948e-08
3.49048805e-08
1.74030201e-08
2.14034453e-08
2.09033922e-08
2.29036048e-08
3.39047742e-08
1.84031264e-08
-9.88404009e-11
3.84052526e-08
1.69029669e-08
1.84031264e-08
2.0403339e-08
1.94032327e-08
4.90169116e-09
1.29025417e-08
2.09033922e-08
1.64029138e-08
3.09044553e-08
1.54028074e-08
3.89053058e-08
1.04022759e-08
4.401638e-09
2.34036579e-08
2.14034453e-08
2.49038174e-08
2.14034453e-08
3.94053589e-08
1.3902648e-08
2.14034453e-08
3.69050932e-08
7.90200028e-09
1.84031163e-08
1.29025317e-08
2.44037541e-08
3.94053484e-08
1.54027974e-08
2.04033289e-08
2.49038072e-08
1.84031163e-08
2.84041792e-08
2.0903382e-08
1.94032226e-08
7.90200028e-09
3.29046575e-08
3.69050827e-08
2.49038072e-08
1.59028506e-08
5.9017877e-09
2.74040729e-08
2.14034352e-08
9.40215971e-09
2.24035415e-08
1.89031695e-08
3.74051358e-08
3.24046044e-08
2.14034352e-08
1.49027443e-08
2.34036478e-08
1.34025849e-08
2.19034883e-08
1.54027974e-08
1.94032226e-08
6.40184084e-09
1.54027974e-08
3.74051358e-08
3.89052952e-08
2.74040729e-08
1.54027974e-08
2.0903382e-08
2.24035415e-08
2.0903382e-08
-3.59922205e-09
2.14034352e-08
1.24024786e-08
2.74040729e-08
3.7905189e-08
1.34025849e-08
2.39037009e-08
4.39058267e-08
2.39037009e-08
2.59039135e-08
2.34036478e-08
6.40184084e-09
2.69040198e-08
1.24024786e-08
1.79030632e-08
3.89052952e-08
2.29035946e-08
2.19034883e-08
4.40162826e-09
9.40215971e-09
3.14044981e-08
1.44026912e-08
2.29035946e-08
2.40141569e-09
2.24035415e-08
8.40205342e-09
2.04033289e-08
1.84031163e-08
6.40184084e-09
3.69050827e-08
2.49038072e-08
8.40205342e-09
2.19034883e-08
1.89031695e-08
9.90221286e-09
2.34037649e-08
1.44028059e-08
2.94044042e-08
1.44028059e-08
1.99033919e-08
2.04034452e-08
2.74041911e-08
2.69041378e-08
1.99033919e-08
1.69030723e-08
3.69052033e-08
1.0902433e-08
2.24036583e-08
1.0902433e-08
2.14035518e-08
1.44028059e-08
1.74031255e-08
2.64040845e-08
1.74031255e-08
2.34037649e-08
1.69030723e-08
2.34037649e-08
1.44028059e-08
-1.59889894e-09
1.34026993e-08
1.79031788e-08
2.99044575e-08
1.34026993e-08
1.74031255e-08
3.49049902e-08
3.640515e-08
2.94044042e-08
1.39027526e-08
1.59029657e-08
1.94033387e-08
2.89043509e-08
1.29026461e-08
2.84042976e-08
2.04034452e-08
1.24025928e-08
7.40206003e-09
1.19025395e-08
1.34026993e-08
3.04045107e-08
1.6403019e-08
3.49049902e-08
3.44049369e-08
2.99044575e-08
2.79042443e-08
2.59040312e-08
2.89043509e-08
2.69041378e-08
2.24036583e-08
2.99044575e-08
2.64040845e-08
1.49028592e-08
3.94054697e-08
8.90221986e-09
2.90158054e-09
1.99033919e-08
4.09056295e-08
5.9019002e-09
1.39027526e-08
2.89043509e-08
3.19046706e-08
1.74031255e-08
1.59029657e-08
1.69030723e-08
4.40174037e-09
1.79031788e-08
1.54029124e-08
1.39027526e-08
1.69030723e-08
2.5403978e-08
3.04043977e-08
7.90200587e-09
4.90168697e-09
1.490275e-08
3.90158066e-09
4.90168697e-09
2.4903813e-08
9.90221848e-09
7.90200587e-09
3.39047697e-08
1.8403122e-08
2.29036004e-08
2.04033347e-08
1.74030157e-08
2.69040256e-08
2.99043445e-08
1.94032284e-08
3.24046103e-08
4.39058328e-08
9.40216533e-09
1.99032815e-08
8.90211218e-09
2.64039725e-08
2.4903813e-08
5.40174012e-09
1.34025905e-08
2.89042382e-08
2.19034941e-08
2.64039725e-08
1.44026968e-08
2.34036536e-08
2.84041851e-08
2.44037599e-08
2.54038662e-08
1.64029094e-08
3.1404504e-08
3.24046103e-08
-2.5991103e-09
2.64039725e-08
2.90147436e-09
9.90221848e-09
3.29046634e-08
1.490275e-08
2.84041851e-08
1.94032284e-08
1.69029626e-08
3.24046103e-08
1.79030689e-08
2.19034941e-08
1.54028031e-08
3.59049823e-08
4.29057265e-08
1.99032815e-08
1.04022716e-08
1.94032284e-08
1.29025374e-08
3.39047697e-08
1.44026968e-08
9.90221848e-09
1.09023248e-08
2.69040256e-08
1.59028563e-08
1.09023248e-08
3.24046103e-08
2.34036536e-08
2.39037067e-08
1.89031752e-08
2.44037599e-08
1.24024842e-08
3.1404504e-08
4.19056202e-08
1.79030689e-08
3.24046103e-08
1.34025905e-08
3.90158066e-09
2.59039193e-08
3.64049436e-08
2.1403352e-08
1.39025563e-08
2.84040947e-08
2.79040417e-08
1.19023441e-08
1.54027154e-08
-9.09988407e-09
1.74029276e-08
7.40186661e-09
1.59027685e-08
1.49026624e-08
1.94031398e-08
2.79040417e-08
3.0404307e-08
2.1403352e-08
2.1403352e-08
7.90191966e-09
9.40207881e-09
-9.89291563e-11
3.34046253e-08
1.69028746e-08
2.19034051e-08
2.1403352e-08
2.99042539e-08
1.59027685e-08
2.74039886e-08
1.39025563e-08
2.29035112e-08
2.79040417e-08
1.1402291e-08
1.34025032e-08
2.99042539e-08
2.79040417e-08
3.29045722e-08
3.39046783e-08
2.49037234e-08
8.40197271e-09
3.34046253e-08
2.39036173e-08
7.40186661e-09
1.64028215e-08
2.1403352e-08
1.39025563e-08
2.34035642e-08
1.49026624e-08
2.1403352e-08
3.090436e-08
1.94031398e-08
2.74039886e-08
2.24034581e-08
7.40186661e-09
1.59027685e-08
1.89030868e-08
3.4014422e-09
1.49026624e-08
3.14044131e-08
2.24034581e-08
3.24045192e-08
2.39036173e-08
1.64028215e-08
7.40186661e-09
3.0404307e-08
1.39025563e-08
1.24023971e-08
2.29035112e-08
1.29024502e-08
1.84030337e-08
2.0903299e-08
2.99042539e-08
2.49037234e-08
2.19034051e-08
1.44026093e-08
2.0903299e-08
2.1403316e-08
4.40151361e-09
1.14022558e-08
1.44025738e-08
2.89041111e-08
2.89041111e-08
1.04021497e-08
1.94031039e-08
1.64027859e-08
1.54026798e-08
1.74028919e-08
3.19044292e-08
2.4903687e-08
3.49047472e-08
2.1403316e-08
1.99031569e-08
1.19023088e-08
7.40183167e-09
3.39046412e-08
1.54026798e-08
3.34045882e-08
1.54026798e-08
2.4403634e-08
1.64027859e-08
3.59048533e-08
1.79029449e-08
1.24023618e-08
4.49058074e-08
2.84040581e-08
4.54058605e-08
1.14022558e-08
1.59027328e-08
1.84029979e-08
2.69038991e-08
2.94041641e-08
2.1903369e-08
7.40183167e-09
3.19044292e-08
1.89030509e-08
1.09022027e-08
2.04032099e-08
3.89051713e-08
3.14043762e-08
1.94031039e-08
3.04042701e-08
2.84040581e-08
3.19044292e-08
3.14043762e-08
3.44046942e-08
3.54048002e-08
1.89030509e-08
1.84029979e-08
1.64027859e-08
1.14022558e-08
1.59027328e-08
2.89041111e-08
2.3403528e-08
8.9019907e-09
3.04042701e-08
2.3403528e-08
3.94052243e-08
2.540374e-08
1.89030509e-08
1.69028389e-08
1.14022558e-08
2.94041641e-08
1.39025208e-08
2.4903687e-08
2.540374e-08
-1.0990695e-09
2.2403422e-08
2.64038461e-08
1.79029449e-08
2.540374e-08
2.3903581e-08
1.94031039e-08
4.90119596e-09
6.90140626e-09
2.09028784e-08
2.09028784e-08
3.19040351e-08
2.74035619e-08
2.94037722e-08
1.24019846e-08
1.99027732e-08
1.34020898e-08
4.69056124e-08
2.69035093e-08
2.8403667e-08
4.90119596e-09
1.89026681e-08
4.24051392e-08
1.9008805e-09
2.64034567e-08
2.59034042e-08
2.54033516e-08
2.19029835e-08
2.89037196e-08
1.54023001e-08
